Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Венгринович,Давид,Юрійович,Чоловіча,17.04.1979,Юрист,селище Очаків,"площа Тургенєва, буд. 8 кв. 779, Антрацит , 95874",+380 47 535-29-24,hkhrystenko@example.org
Щербань,Онисим,Юрійович,Чоловіча,07.11.1972,Каскадер,селище Перемишляни,"площа Садовського, буд. 4, Липовець, 89635",+380 92 530-57-79,demianieresko@example.com
Щербань,Пилип,Юрійович,Чоловіча,13.04.1980,Громадський діяч,селище Яворів,"проспект Залізничний 3-й, буд. 625 кв. 0, П'ятихатки, 13671",749-71-59,yatamaniuk@example.com
Шеремета,Опанас,Юрійович,Чоловіча,25.03.1967,Актор,хутір Житомир,"площа Геранієва, буд. 776, Яворів, 77463",+380 16 276 75 17,khmaraopanas@example.net
Токар,Петро,Олександрович,Чоловіча,07.08.1972,Секретар,селище Новий Калинів,"шосе Тираспольська, буд. 2 кв. 385, Новий Калинів, 48045",045 061-52-17,leonzhurba@example.net
Єременко,Мирон,Юрійович,Чоловіча,23.09.1991,Зоолог,місто Краматорськ,"площа Лиманний, буд. 138 кв. 547, Марганець , 90417",+380 30 639-21-69,iakymenkoviacheslav@example.net
Данчук,Олег,Вікторович,Чоловіча,20.07.2000,Кінорежисер,хутір Волноваха,"набережна Дежньова, буд. 4, Вижниця, 82987",832 48 32,zlatoslavaaleksiuk@example.org
Ярош,Ярема,Вікторович,Чоловіча,12.05.1974,Дантист,місто Армянськ,"вулиця Градоначальницька, буд. 736 кв. 593, Хуст, 68300",+380 49 239-62-49,antonzaiets@example.org
Піддубний,Валерій,Олександрович,Чоловіча,30.01.1949,Художник,селище Андрушівка,"шосе Чорноморський 8-й, буд. 0 кв. 196, Коростишів, 04970",073 156 78 28,anton14@example.net
Євдокименко,Сергій,Іванович,Чоловіча,21.03.1968,Диригент,місто Українка ,"шосе Стеценко, буд. 1 кв. 4, Бахмут, 08750",042 172 44 73,bohodar68@example.org
Вертипорох,Марко,Анатолійович,Чоловіча,25.12.1965,Намотувальник,село Добропілля,"площа Висока, буд. 9 кв. 65, Волноваха, 63376",+380 (58) 206-98-34,emiliia67@example.org
Іваненко,Демид,Іванович,Чоловіча,08.01.1978,Флорист,селище Зеленодольськ,"парк Аполона Скальковського, буд. 9 кв. 3, Дружківка, 83893",+380 90 847 68 38,anastasiiagereta@example.net
Іваничук,Єлисей,Олегович,Чоловіча,13.05.1953,Музикознавець,селище Красноперекопськ,"сквер Північний, буд. 1 кв. 532, Чернігів, 29608",667 96 40,zdashenko@example.org
Ільченко,Гордій,Юрійович,Чоловіча,20.04.1969,Дипломат,хутір Вінниця,"парк Карпатська, буд. 99 кв. 912, Новодружеськ, 72683",+380 35 482-59-52,alinasymonenko@example.org
Габелко,Леонтій,Олексійович,Чоловіча,23.08.1998,Електромонтер,село Красилів,"проспект Кедровий, буд. 440 кв. 0, Білопілля, 27769",063 301-95-45,veniiamynrebryk@example.org
Луценко,Левко,Анатолійович,Чоловіча,20.07.1955,Медик,селище Глиняни,"шосе Ананьївська, буд. 868 кв. 355, Ладижин, 82487",+380 13 860-44-74,telychenkoboleslav@example.net
Левченко,Вʼячеслав,Іванович,Чоловіча,13.05.1964,Географ,місто Красноперекопськ,"площа Текстильників, буд. 970 кв. 0, Перемишляни, 79545",044 980-14-16,martyndubyna@example.org
Гаврилюк,Веніямин,Вікторович,Чоловіча,02.04.1939,Композитор,селище Жовква,"набережна Василя Симоненка, буд. 48 кв. 81, Новояворівськ, 84732",833-05-54,zabaraillia@example.net
Засенко,Стефан,Юрійович,Чоловіча,08.05.2007,Епідеміолог,селище Керч,"парк Паустовського, буд. 684 кв. 3, Севастополь, 64118",+380 45 652-42-31,rkalenychenko@example.com
Перебийніс,Віталій,Юрійович,Чоловіча,03.02.1962,Електромонтажник,місто Валки ,"узвіз Ванцетті, буд. 1, Корсунь-Шевченківський, 57520",+380 89 867 71 95,dashenkoherman@example.com
Бандурка,Богуслав,Юрійович,Чоловіча,19.03.1964,Випробувач,селище Ірміно,"площа Амбулаторний, буд. 5 кв. 567, Лохвиця, 29923",+380 30 189 27 15,mariiavoblyi@example.net
Оробець,Пармен,Олексійович,Чоловіча,25.12.1983,Промисловець,село Хирів,"провулок Тимірязєва 3-й, буд. 6, Львів, 14691",003 925 81 17,davymukadanylo@example.net
Дейнека,Микита,Вікторович,Чоловіча,15.08.1946,Пекар,місто Перемишляни,"узвіз Куниці, буд. 10, Очаків, 45167",+380 62 832-04-90,oleshutsuliak@example.com
Швачка,Валентин,Олександрович,Чоловіча,25.04.1954,Візажист,хутір Сулимівка (Слов'янськ),"проспект Красна, буд. 51 кв. 3, Бершадь, 53522",043-05-58,shvachkomarusia@example.com
Перепелиця,Кирило,Юрійович,Чоловіча,19.02.1954,Менеджер,хутір Кальміуське,"сквер Восьмого березня 3-й, буд. 018, Горлівка, 61391",+380 55 424 27 13,kostiantyn87@example.net
Штокало,Орхип,Іванович,Чоловіча,18.07.1964,Ґрунтознавець,селище Золочів,"набережна Амбулаторна, буд. 90 кв. 8, Білгород-Дністровський, 89622",039 048 80 45,bohdannaveres@example.com
Гузенко,Єлисей,Юрійович,Чоловіча,07.10.1960,Геофізик,селище Коростень,"вулиця Некрасова, буд. 7, Тростянець, 78390",160 83 92,amaliiakovalenko@example.net
Скирда,Пилип,Вікторович,Чоловіча,03.05.1997,Медик,місто Городок,"набережна Акордна, буд. 5 кв. 090, Вараш, 84315",+380 80 110-39-47,mykyta61@example.net
Стельмах,Гліб,Олександрович,Чоловіча,15.12.1972,Швачка,селище Теребовля,"парк Курортний 6-й, буд. 862, Українськ, 74710",+380 53 985-38-07,rozaliia17@example.net
Авдєєнко,Ігнат,Іванович,Чоловіча,07.05.1973,Намотувальник,місто Ізмаїл,"провулок Листяна, буд. 12 кв. 28, Гайсин, 17768",+380 (98) 674-02-34,vitaliibaklan@example.net
Євтушенко,Венедикт,Петрович,Чоловіча,11.12.1972,Клоун,село Коростишів,"шосе Палубний, буд. 49, Самбір, 86873",971 76 23,ihor75@example.net
Стець,Назар,Іванович,Чоловіча,15.10.1984,Професор,місто Суми,"узвіз Нерубайська, буд. 73 кв. 01, Джанкой, 24535",+380 92 420-77-31,tesliamakar@example.net
Шелест,Богуслав,Юрійович,Чоловіча,29.08.1943,Паблік рилейшнз,селище Армянськ,"площа Олександра Вронського, буд. 55, Красногорівка, 99561",+380 (30) 781-25-00,parmensyrotenko@example.org
Дзюба,Стефан,Іванович,Чоловіча,22.03.1979,Бібліограф,селище Брянка,"узвіз Проектна 2-га, буд. 834 кв. 832, Білгород-Дністровський, 08125",514-18-71,vakulenkobohuslav@example.com
Дубина,Геннадій,Юрійович,Чоловіча,04.03.1985,Фотограф,село Ананьїв,"шосе Чорноморський 5-й, буд. 690, Соледар, 86049",097 321 52 09,ikhomyk@example.org
Карпенко,Василь,Олегович,Чоловіча,16.08.1986,Реабілітолог,місто Почаїв,"набережна Лазурний 6-й, буд. 3 кв. 768, Бердянськ, 36358",+380 48 290 70 47,dostapchuk@example.net
Швайка,Назар,Олександрович,Чоловіча,10.05.1990,Бібліотекар,хутір Підгородне,"провулок Тульська, буд. 09 кв. 076, Бахмач, 27880",+380 86 151 27 70,batiukvira@example.net
Килимник,Ростислав,Анатолійович,Чоловіча,19.04.1982,Гірник,селище Бобровиця,"узвіз Аеропортівський 6-й, буд. 4 кв. 44, Біляївка, 50366",064-39-34,rartemenko@example.net
Зінкевич,Руслан,Анатолійович,Чоловіча,28.04.1946,Електромонтажник,місто Конотоп,"шосе Листяна, буд. 13 кв. 6, Гребінка, 93754",+380 19 748-67-49,havryloabramchuk@example.org
